"Cruise","Station","Deployment","Tube","Channel","Region","Habitat",".id","Zone","SSE","P.Value","Top_Concen","Bottom_Concen","Top_Flux","Bottom_Flux","Integrated_Prod","OPD","Temperature","In_situ_temperature","In_situ_Integrated_Prod"
"OR1_1138","S27a","1","3","2","Penghu","Canyon","OR1_1138_S27a_1_3_Ch2",10,85.0450127685852,0.00846494640440998,269.96083100342,-4.75,0.00354093522387905,3.23332224276204e-14,-0.00354093522387915,7753,12.05,2.32175,-0.00180413269308859
"OR1_1138","S27a","1","3","3","Penghu","Canyon","OR1_1138_S27a_1_3_Ch3",10,18.1335008357274,0.00964292718423543,275.980308838181,-3.17000007629395,0.00127949690906452,-2.85646163459048e-14,-0.00127949690906453,8647,12.05,2.32175,-0.000651913141133444
"OR1_1138","S27a","1","3","4","Penghu","Canyon","OR1_1138_S27a_1_3_Ch4",10,90.5576577699041,0.31705694349139,273.900684647606,-4.73999977111816,0.00112362655390578,-2.75047102403573e-14,-0.00112362655390584,8647,12.05,2.32175,-0.000572496042021123
"OR1_1138","S27a","1","8","1","Penghu","Canyon","OR1_1138_S27a_1_8_Ch1",10,202.376814684035,0.499483974004875,292.919828544537,-4.55000019073486,0.00366464967261955,-2.25186878886693e-14,-0.00366464967261946,10435,12.85,2.32175,-0.0017664467855189
"OR1_1138","S27a","1","8","3","Penghu","Canyon","OR1_1138_S27a_1_8_Ch3",10,29.1284075991452,0.00143445337645354,301.342659671526,-2.98000001907349,0.00166482468904237,-4.19585560424825e-16,-0.00166482468904251,10734,12.85,2.32175,-0.000802484407277484
"OR1_1138","S27a","1","8","4","Penghu","Canyon","OR1_1138_S27a_1_8_Ch4",10,109.10428361397,0.00141555912086411,291.394170391774,-4.55999994277954,0.00253307295518044,-1.11224545387581e-15,-0.00253307295518048,9243,12.85,2.32175,-0.00122100036262541
"OR1_1151","GC1","2","3","1","Gaoping","Canyon","OR1_1151_GC1_2_3_Ch1",10,243.981383079365,0.0528152379706925,304.055903249246,-7.80000019073486,0.0010039038316832,-2.29336033879467e-16,-0.00100390383168321,8884,12.36,12.1796166666667,-0.000991429945698594
"OR1_1151","GC1","2","3","2","Gaoping","Canyon","OR1_1151_GC1_2_3_Ch2",10,1395.33661059486,0.0280864816295351,293.64184253734,-18.7800006866455,0.00149659523664926,-4.66940843141805e-16,-0.00149659523664922,9279,12.36,12.1796166666667,-0.00147799947303332
"OR1_1151","GC1","2","3","3","Gaoping","Canyon","OR1_1151_GC1_2_3_Ch3",10,369.539448130183,0.310550891147171,281.270198078388,-6.92999982833862,8.59474858404449e-05,-5.30193842818503e-17,-8.59474858404062e-05,6810,12.36,12.1796166666667,-8.48795557208049e-05
"OR1_1151","GC4","1","4","2","Gaoping","Canyon","OR1_1151_GC4_1_4_Ch2",10,156.625809581669,0.0185446626559154,177.101008599239,13.4700002670288,0.000663997494101247,-1.87416562583849e-16,-0.000663997494101335,7205,11.14,6.30191666666667,-0.000474816300452774
"OR1_1151","GS1","1","8","2","Gaoping","Slope","OR1_1151_GS1_1_8_Ch2",10,624.566784212442,0.00291649150702566,166.651402899743,15.4899997711182,0.000928916731323868,7.50516686773413e-15,-0.000928916731323836,12634,13.32,12.963,-0.000906212429186888
"OR1_1151","GS1","1","9","2","Gaoping","Slope","OR1_1151_GS1_1_9_Ch2",10,224.313422655821,0.00251546292414784,213.096706832321,15.460000038147,0.00150197196462564,-6.02260487249718e-16,-0.00150197196462567,10759,14.23,12.963,-0.00137569236150691
"OR1_1151","GS3","1","1","2","Gaoping","Slope","OR1_1151_GS3_1_1_Ch2",10,191.988229437896,0.467827341371622,132.77343293408,12.210000038147,0.000393347871904522,-8.6597470054248e-15,-0.000393347871904568,12230,12.24,7.01223333333333,-0.000273782287126019
"OR1_1151","GS3","1","12","2","Gaoping","Slope","OR1_1151_GS3_1_12_Ch2",10,131.804038204019,0.0882540142943384,144.545501356309,12.6199998855591,0.000808351650508226,-2.81977304663733e-16,-0.000808351650508292,7600,12,7.01223333333333,-0.00057207581976958
"OR1_1151","GS4","1","9","2","Gaoping","Slope","OR1_1151_GS4_1_9_Ch2",10,253.238197347559,0.0173215924266249,166.04119291448,12.6599998474121,0.00199478674208464,1.16222103292936e-14,-0.00199478674208459,12141,14.23,5.77091666666667,-0.00110982036863264
"OR1_1169","GS10","1","2","1","Gaoping","Slope","OR1_1169_GS10_1_2_Ch1",10,1202.46428732764,0.0010251902756504,250.690595551994,1.52999997138977,0,-8.42169206065686e-06,-8.42169206557501e-06,17294,11.4,2.36716666666667,-4.50281370981477e-06
"OR1_1169","GS10","1","2","2","Gaoping","Slope","OR1_1169_GS10_1_2_Ch2",10,1907.55494032812,0.499998036555178,254.881928713209,2.67000007629395,0,-4.59320102995004e-06,-4.59320102991464e-06,16101,11.4,2.36716666666667,-2.45584003884175e-06
"OR1_1169","GS10","1","2","3","Gaoping","Slope","OR1_1169_GS10_1_2_Ch3",10,2305.7466792883,0.499999376423973,239.921679818536,1.99000000953674,0,-4.02476372694277e-06,-4.02476373651419e-06,15207,11.4,2.36716666666667,-2.15191450725455e-06
"OR1_1169","GS10","1","2","4","Gaoping","Slope","OR1_1169_GS10_1_2_Ch4",10,2078.6080168122,0.499998790471133,248.539495205245,1.92999994754791,0,6.24218727118733e-05,6.24218727120003e-05,11927,11.4,2.36716666666667,3.33750108708963e-05
"OR1_1169","GS10","1","5","1","Gaoping","Slope","OR1_1169_GS10_1_5_Ch1",10,88.6801060380355,0.00733324480909336,255.408871264953,1.36000001430511,0,-0.000165883384562347,-0.000165883384562117,15505,11.1,2.36716666666667,-9.05562458281828e-05
"OR1_1169","GS10","1","5","2","Gaoping","Slope","OR1_1169_GS10_1_5_Ch2",10,154.448488735198,0.215881796476515,245.990761762036,2.39000010490417,0,-0.000307585494296603,-0.000307585494296707,14312,11.1,2.36716666666667,-0.000167911859938483
"OR1_1169","GS10","1","5","3","Gaoping","Slope","OR1_1169_GS10_1_5_Ch3",10,144.174844432737,0.0180330246880628,233.801342486748,0.839999973773956,0,5.4687770377271e-05,5.46877703625902e-05,16399,11.1,2.36716666666667,2.98542207215182e-05
"OR1_1169","GS10","1","5","4","Gaoping","Slope","OR1_1169_GS10_1_5_Ch4",10,75.0370621400739,0.00328745308689837,252.392464228733,1.18400001525879,0,-8.16266580862882e-05,-8.16266580860189e-05,16698,11.1,2.36716666666667,-4.4560241734172e-05
"OR1_1169","GS10","1","7","1","Gaoping","Slope","OR1_1169_GS10_1_7_Ch1",10,619.918699841737,0.00124894845033297,223.271771977255,1.22000002861023,0,-8.2773690668446e-05,-8.27736906685405e-05,23257,10.1,2.36716666666667,-4.84295954494935e-05
"OR1_1169","GS10","1","7","2","Gaoping","Slope","OR1_1169_GS10_1_7_Ch2",10,467.088236585676,0.00177619920491379,218.825024838669,2.59999990463257,0,-0.000144252416809399,-0.000144252416793504,19381,10.1,2.36716666666667,-8.43998392665158e-05
"OR1_1169","GS10","1","7","3","Gaoping","Slope","OR1_1169_GS10_1_7_Ch3",10,333.286290225277,0.342704670083241,226.43771962212,0.829999983310699,0,-0.000105676750876813,-0.000105676750876766,20573,10.1,2.36716666666667,-6.18298187750594e-05
"OR1_1169","GS10","1","7","4","Gaoping","Slope","OR1_1169_GS10_1_7_Ch4",10,204.255650357691,0.00063794019579011,224.465869601177,1.12000000476837,0,-0.000171309885820175,-0.000171309885820006,18486,10.1,2.36716666666667,-0.000100230742398382
"OR1_1169","GS5","1","1","1","Gaoping","Slope","OR1_1169_GS5_1_1_Ch1",10,69.034719942185,0.00764705679178612,248.579067764107,0.0900000035762787,0,1.21858764009194e-05,1.21858763885212e-05,13716,9.1,3.15983333333333,8.07309259725647e-06
"OR1_1169","GS5","1","1","2","Gaoping","Slope","OR1_1169_GS5_1_1_Ch2",10,221.964627223191,0.246517621406842,229.961669511834,0.340000003576279,0,4.60157565919672e-05,4.60157565921178e-05,11926,9.1,3.15983333333333,3.04852480081708e-05
"OR1_1169","GS5","1","1","3","Gaoping","Slope","OR1_1169_GS5_1_1_Ch3",10,22.0824699760289,0.146877862352277,211.043410768482,-0.209999993443489,0,-4.54211142751881e-05,-4.54211142753928e-05,11330,9.1,3.15983333333333,-3.00912999381173e-05
"OR1_1169","GS5","1","1","4","Gaoping","Slope","OR1_1169_GS5_1_1_Ch4",10,96.5653060818639,0.476077778722995,230.714109353426,0.560000002384186,0,-2.57760156209804e-05,-2.57760156208905e-05,12225,9.1,3.15983333333333,-1.70765035079295e-05
"OR1_1169","GS5","1","2","1","Gaoping","Slope","OR1_1169_GS5_1_2_Ch1",10,43.0761881959689,0.487844131622841,194.387911214073,0.280000001192093,0,-1.80102857345976e-05,-1.80102857490841e-05,9840,11.4,3.15983333333333,-1.01734175507128e-05
"OR1_1169","GS5","1","2","2","Gaoping","Slope","OR1_1169_GS5_1_2_Ch2",10,182.18341539599,0.401065512562523,179.180940316933,0.632000029087067,0,-0.00013362033581136,-0.000133620335811271,7455,11.4,3.15983333333333,-7.54777291383982e-05
"OR1_1169","GS5","1","2","3","Gaoping","Slope","OR1_1169_GS5_1_2_Ch3",10,58.5259488160213,0.134865572030463,171.46634820401,-0.239999994635582,0,9.85792582522674e-06,9.8579258108673e-06,11629,11.4,3.15983333333333,5.56841778387676e-06
"OR1_1169","GS5","1","2","4","Gaoping","Slope","OR1_1169_GS5_1_2_Ch4",10,78.2397537770438,0.0653223492739272,186.301581620991,0.280000001192093,0,8.26672569618897e-06,8.26672569636292e-06,10436,11.4,3.15983333333333,4.66960121888038e-06
"OR1_1169","GS5","1","5","1","Gaoping","Slope","OR1_1169_GS5_1_5_Ch1",10,768.933643248321,0.485107201693384,196.387105719812,0.769999980926514,0,8.75300750437642e-06,8.75300750410851e-06,8647,11.1,3.15983333333333,5.04817575933565e-06
"OR1_1169","GS5","1","5","2","Gaoping","Slope","OR1_1169_GS5_1_5_Ch2",10,466.09931663314,0.492773023984957,234.730569286535,1.10000002384186,0,-4.32685600351698e-06,-4.32685600322347e-06,10137,11.1,3.15983333333333,-2.49545422865867e-06
"OR1_1169","GS5","1","5","3","Gaoping","Slope","OR1_1169_GS5_1_5_Ch3",10,146.89063495857,0.41958397958873,237.063211500822,1.74000000953674,0,-1.05174295110118e-05,-1.05174295109023e-05,9839,11.1,3.15983333333333,-6.06578169646686e-06
"OR1_1169","GS5","1","5","4","Gaoping","Slope","OR1_1169_GS5_1_5_Ch4",10,777.900922562198,0.18414608219956,234.099795160915,1.62999999523163,0,-9.61236325467288e-05,-9.61236325466592e-05,9839,11.1,3.15983333333333,-5.54379727760504e-05
"OR1_1169","GS5","7","10","1","Gaoping","Slope","OR1_1169_GS5_7_10_Ch1",10,54.6777646802372,0.0282676568336755,214.763967541272,0.100000001490116,0,2.09472337913823e-06,2.09472338554882e-06,13716,10.2,3.15983333333333,1.28586846916395e-06
"OR1_1169","GS5","7","10","2","Gaoping","Slope","OR1_1169_GS5_7_10_Ch2",10,74.9408736439067,0.000189170226763014,219.444838220657,-0.720000028610229,0,0.000191086396691852,0.000191086396691869,11331,10.2,3.15983333333333,0.000117300438849043
"OR1_1169","GS5","7","10","3","Gaoping","Slope","OR1_1169_GS5_7_10_Ch3",10,167.214293930138,0.489238821868479,215.015560529514,1.76999998092651,0,-2.00914848582907e-06,-2.00914848564968e-06,11628,10.2,3.15983333333333,-1.23333739690339e-06
"OR1_1169","GS5","7","10","4","Gaoping","Slope","OR1_1169_GS5_7_10_Ch4",10,59.5565525321703,0.0360241763024035,229.584076759237,1.52999997138977,0,-2.03066253234517e-06,-2.0306625406721e-06,13715,10.2,3.15983333333333,-1.24654403086186e-06
"OR1_1169","GS7","7","7","1","Gaoping","Slope","OR1_1169_GS7_7_7_Ch1",10,127.038040779848,0.000661890087276573,158.383688410157,-0.0299999993294477,0,-8.54731699214806e-05,-8.54731699212856e-05,10435,10.2,2.40835,-4.98055538878811e-05
"OR1_1169","GS7","7","7","2","Gaoping","Slope","OR1_1169_GS7_7_7_Ch2",10,104.975944481648,0.410215141481911,115.832600645342,-0.610000014305115,0,4.68067691142116e-05,4.68067691142846e-05,7454,10.2,2.40835,2.72744893349107e-05
"OR1_1169","GS7","7","7","3","Gaoping","Slope","OR1_1169_GS7_7_7_Ch3",10,38.4370058384818,0.0536127071795858,141.651433605017,1.08000004291534,0,-2.69960304151882e-05,-2.69960304151931e-05,9243,10.2,2.40835,-1.57306936064383e-05
"OR1_1169","GS7","7","7","4","Gaoping","Slope","OR1_1169_GS7_7_7_Ch4",10,191.618216043689,0.00550375203884135,158.642425989175,0.449999988079071,0,-2.77111433600916e-05,-2.77111433658323e-05,12225,10.2,2.40835,-1.61473927487748e-05
"OR1_1169","GS7","7","8","1","Gaoping","Slope","OR1_1169_GS7_7_8_Ch1",10,235.250037180068,0.248932508864109,176.842002362054,0.449999988079071,0,-5.82723666838658e-05,-5.82723666838347e-05,10138,10.9,2.40835,-3.23473360749978e-05
"OR1_1169","GS7","7","8","2","Gaoping","Slope","OR1_1169_GS7_7_8_Ch2",10,284.845518827887,0.498506886695688,162.426134833429,-0.360000014305115,0,-2.68515643846758e-05,-2.68515643847349e-05,11032,10.9,2.40835,-1.49054625154501e-05
"OR1_1169","GS7","7","8","3","Gaoping","Slope","OR1_1169_GS7_7_8_Ch3",10,2365.08372654687,0.499999712347891,168.050410724188,0.920000016689301,0,2.95778956247937e-05,2.95778956247816e-05,11926,10.9,2.40835,1.64188651433551e-05
"OR1_1169","GS7","7","8","4","Gaoping","Slope","OR1_1169_GS7_7_8_Ch4",10,3408.04527141007,0.499999333188232,175.482293698715,0.660000026226044,0,-3.45176329017611e-05,-3.45176329016389e-05,8945,10.9,2.40835,-1.91609425791944e-05
"OR1_1182","KS1","1","5","2","Kaohsiung","Slope","OR1_1182_KS1_1_5_Ch2",10,219.990603396479,0.00122550057177573,303.676645218385,3.55999994277954,0,-8.75181841075756e-05,-8.75181841069892e-05,9700,11,14.56,-0.000112012109548283
"OR1_1182","KS1","1","5","3","Kaohsiung","Slope","OR1_1182_KS1_1_5_Ch3",10,118.814753833209,0.443646783377623,284.559209495333,1.08280849456787,0,-0.000230310485327587,-0.000230310485327171,9600,11,14.56,-0.00029476803678934
"OR1_1182","KS2","1","5","3","Kaohsiung","Slope","OR1_1182_KS2_1_5_Ch3",10,160.802215042789,0.0235034139367247,296.708159779177,0.670000016689301,0,-0.00014027880396551,-0.000140278803965586,8200,11,9.11323333333333,-0.000123082049199793
"OR1_1182","KS2","1","5","4","Kaohsiung","Slope","OR1_1182_KS2_1_5_Ch4",10,309.964620804072,0.128458876583947,264.724694417081,3.39000010490417,0,-3.21243603820551e-05,-3.2124360399229e-05,9000,11,9.11323333333333,-2.81862405110025e-05
"OR1_1182","KS3","1","3","2","Kaohsiung","Slope","OR1_1182_KS3_1_3_Ch2",10,138.534629605028,0.00813589044288288,200.444501750833,3.41000008583069,0,4.67943251023877e-06,4.6794324976581e-06,5900,11,7.1197,3.57589302058499e-06
"OR1_1182","KS3","1","3","3","Kaohsiung","Slope","OR1_1182_KS3_1_3_Ch3",10,135.101374374116,0.186262373230326,235.615470243707,-0.589999973773956,0,-0.000227540981543942,-0.000227540981543868,8200,11,7.1197,-0.000173880531070164
"OR1_1182","KS3","1","3","4","Kaohsiung","Slope","OR1_1182_KS3_1_3_Ch4",10,238.500720989423,0.498334926073478,290.40883942714,3.15540814399719,0,9.54764987904656e-06,9.54764990970966e-06,7100,11,7.1197,7.29605025656557e-06
"OR1_1182","SC2a","3","9","3","Kaohsiung","Canyon","OR1_1182_SC2a_3_9_Ch3",10,169.877655505672,0.00376086608118775,274.414649751914,1.72000002861023,0,-5.97201676320126e-06,-5.97201676309439e-06,14300,11,8.84213333333333,-5.14236333717225e-06
"OR1_1182","SC2a","3","9","4","Kaohsiung","Canyon","OR1_1182_SC2a_3_9_Ch4",10,263.724217285543,0.00173030423035425,274.603815069502,3.8199999332428,0,-0.000139912453905186,-0.000139912453904736,10300,11,8.84213333333333,-0.000120475327165813
"OR1_1190","FC1","1","1","3","Fangliao","Canyon","OR1_1190_FC1_1_1_Ch3",10,28.2824254028127,0.288026784078244,208.829894183946,-6.98999977111816,0.00303458476516266,-3.72530882458548e-14,-0.00303458476516279,4836,13,13.71915,-0.00318968536161286
"OR1_1190","FC2","2","5","3","Fangliao","Canyon","OR1_1190_FC2_2_5_Ch3",10,58.2889620433425,0.432595658921599,276.629157917955,1.88999998569489,0.00568638189406444,-3.76638914719583e-15,-0.00568638189406433,4343,13,6.70188333333333,-0.00367488556668258
"OR1_1190","FC2A","1","1","3","Fangliao","Canyon","OR1_1190_FC2A_1_1_Ch3",10,220.843656771006,0.48392940745369,232.219041158115,-4.03000020980835,0.00180258691012613,4.51273164818917e-14,-0.00180258691012623,6021,13,6.70188333333333,-0.00116494121255355
"OR1_1190","FC3","1","10","3","Fangliao","Canyon","OR1_1190_FC3_1_10_Ch3",10,46.2978770129607,0.0440536769231307,249.988807100955,-4.71999979019165,0.00417994249320159,2.43228824546659e-14,-0.00417994249320155,6711,13,5.62886666666667,-0.00250770868089634
"OR1_1190","FC4","1","10","3","Fangliao","Canyon","OR1_1190_FC4_1_10_Ch3",10,2.44342855907728,0.145887819165516,125.160578967856,-2.23000001907349,0.00155158617039343,-1.13455125134036e-15,-0.00155158617039342,5034,13,4.72726666666667,-0.00087446375219178
"OR1_1190","FS1","1","10","3","Fangliao","Slope","OR1_1190_FS1_1_10_Ch3",10,141.134815237538,0.197181674342032,251.106181809264,-3.9300000667572,0.00321671767491929,3.47250948800806e-14,-0.00321671767491928,8390,13,13.8970333333333,-0.00342307440684618
"OR1_1190","FS2","2","8","3","Fangliao","Slope","OR1_1190_FS2_2_8_Ch3",10,410.303885349429,0.105631830289623,246.609765878812,-3.10999989509583,0.000514610672708151,-3.06163398279908e-16,-0.000514610672708137,10562,13,9.23841666666667,-0.000396500598785736
"OR1_1190","FS3","1","8","3","Fangliao","Slope","OR1_1190_FS3_1_8_Ch3",10,65.3279169455627,0.259802353643,253.767140177429,-3.8199999332428,0.000873326748705581,-2.9796711391012e-16,-0.000873326748705619,6811,13,9.22315,-0.000672174833456223
"OR1_1190","FS5C","1","9","3","Fangliao","Slope","OR1_1190_FS5C_1_9_Ch3",10,142.455201667105,0.204087431790526,234.294284479803,-4.05000019073486,0.000343397337193642,-4.6277166236768e-17,-0.000343397337193661,9476,13,4.39003333333333,-0.000189064983162369
"OR1_1190","GC1","1","11","2","Gaoping","Canyon","OR1_1190_GC1_1_11_Ch2",10,755.79567227485,0.496593425896225,277.734831907189,-3.5757143497467,0.00855731106638204,2.28763742440242e-14,-0.00855731106638195,4100,13,12.55035,-0.00829471570560701
"OR1_1190","GC1","1","12","3","Gaoping","Canyon","OR1_1190_GC1_1_12_Ch3",10,1405.02189257618,0.499999735073908,275.912701283237,5.22591829299927,0.00762584645132282,-6.293988533164e-15,-0.00762584645132296,3800,13,12.55035,-0.0073918346356293
"OR1_1190","GC3","1","12","2","Gaoping","Canyon","OR1_1190_GC3_1_12_Ch2",10,12.4075536147779,0.0362710402150972,276.687361574482,-2.72740006446838,0.0149009293961471,-1.95266768260137e-14,-0.0149009293961473,6200,13,7.55346666666667,-0.0102154232768386
"OR1_1190","GC4","1","12","3","Gaoping","Canyon","OR1_1190_GC4_1_12_Ch3",10,97.8550832991865,0.453876331255936,300.203370430589,6.84517431259155,0.0132005614032039,-6.50543207874372e-15,-0.0132005614032037,5600,13,4.25391666666667,-0.00719961144713006
"OR1_1190","GC5","1","8","3","Gaoping","Canyon","OR1_1190_GC5_1_8_Ch3",10,6.20667415179925,0.35681579762182,315.932715888332,1.25460004806519,0.00941034055614026,-2.51425554816509e-14,-0.00941034055614006,5900,13,3.18378333333333,-0.00476549232657895
"OR1_1190","GC6","2","10","3","Gaoping","Canyon","OR1_1190_GC6_2_10_Ch3",10,4.68821021614455,0.280717455062949,275.004805580454,-0.788163244724274,0.00197239749950442,-1.04174829562709e-15,-0.00197239749950427,7500,13,2.87641666666667,-0.000977786909296871
"OR1_1190","GS1","1","1","3","Gaoping","Slope","OR1_1190_GS1_1_1_Ch3",10,3.8852490821791,0.438625897381574,241.805744223491,-3.32999992370605,0.00299407371374329,-1.63532646696315e-15,-0.00299407371374331,7501,13,12.7102333333333,-0.00293453735749337
"OR1_1190","GS3","1","1","3","Gaoping","Slope","OR1_1190_GS3_1_1_Ch3",10,27.6378649552558,0.256762286985783,255.918040716182,-3.90000009536743,0.00268740474427252,-6.61243228457298e-16,-0.0026874047442725,9476,13,6.61966666666667,-0.00172689490413673
"OR1_1190","GS4","1","1","3","Gaoping","Slope","OR1_1190_GS4_1_1_Ch3",10,29.3788204387348,0.200809100843307,216.156572997308,-8.52999973297119,0.00264669450644929,-1.01801421616552e-15,-0.00264669450644931,9771,13,5.89505,-0.00161742260755032
"OR1_1190","GS5","1","2","3","Gaoping","Slope","OR1_1190_GS5_1_2_Ch3",10,25.4773262416855,0.0271820515168386,320.873073510075,1.50795912742615,0.00946704491119932,-2.19016412159209e-14,-0.00946704491119935,10200,13,3.47288333333333,-0.00489124760783785
"OR1_1190","GS5B","1","10","3","Gaoping","Slope","OR1_1190_GS5B_1_10_Ch3",10,10.4119878613191,0.356848328524384,114.282065801902,-1.60000002384186,0.00159472912550325,-4.54688293498698e-16,-0.00159472912550325,13164,13,3.17146666666667,-0.000806897911557952
"OR1_1190","GS6","1","7","3","Gaoping","Slope","OR1_1190_GS6_1_7_Ch3",10,19.4941730915798,0.0052500611531674,275.320828109816,-0.337959170341492,0.000677867559684495,-5.34287817451776e-17,-0.000677867559684609,7700,13,2.65661666666667,-0.000330961888963783
"OR1_1190","HC1","1","5","3","Hongtsai","Canyon","OR1_1190_HC1_1_5_Ch3",10,43.0074069764887,0.122444212072285,146.391854555135,2.33999991416931,0.00158499073142636,-3.62221868671878e-16,-0.00158499073142639,13029,13,12.86485,-0.00157021205243722
"OR1_1219","GC1","1","2","1","Gaoping","Canyon","OR1_1219_GC1_1_2_Ch1",10,5.26688236884291,0.48907699278683,91.7939969822587,-0.709999978542328,0.00263194244240066,-2.28643243452441e-15,-0.00263194244240059,4244,24.2,12.3757,-0.00115965682881995
"OR1_1219","GC1","1","2","2","Gaoping","Canyon","OR1_1219_GC1_1_2_Ch2",10,2.07415183680884,0.441248511666996,108.546654010221,0.550000011920929,0.00286579919503436,-1.89872361804864e-15,-0.00286579919503432,3948,24.2,12.3757,-0.0012626961566519
"OR1_1219","GC1","1","2","3","Gaoping","Canyon","OR1_1219_GC1_1_2_Ch3",10,1.52518083953543,0.487875749310765,111.678621304835,-0.409999996423721,0.0014033487265884,-1.71422966785087e-14,-0.00140334872658832,4639,24.2,12.3757,-0.000618327706482657
"OR1_1219","GC1","1","3","1","Gaoping","Canyon","OR1_1219_GC1_1_3_Ch1",10,10.1994239318802,0.490094599106829,109.772851147605,-0.629999995231628,0.00334135086681338,2.62426597269036e-14,-0.00334135086681329,4146,24.32,12.3757,-0.0014600335128823
"OR1_1219","GC1","1","3","2","Gaoping","Canyon","OR1_1219_GC1_1_3_Ch2",10,0.0298115744078253,0.00166902116795609,84.9737475587766,0.409999996423721,0.00136923819552616,-1.02440042618825e-15,-0.00136923819552608,3948,24.32,12.3757,-0.00059830102622332
"OR1_1219","GC1","1","3","3","Gaoping","Canyon","OR1_1219_GC1_1_3_Ch3",10,4.36358449661908,0.428522851983461,112.633933674393,-0.330000013113022,0.000682542273823045,-6.65896784521513e-16,-0.000682542273822963,3948,24.32,12.3757,-0.000298243026088078
"OR1_1219","GC1","1","4","1","Gaoping","Canyon","OR1_1219_GC1_1_4_Ch1",10,6.96681039977754,0.0986494584315321,106.811489673888,-0.519999980926514,0.0039602815865693,-2.39016816112809e-15,-0.00396028158656927,5034,24.32,12.3757,-0.00173048089450013
"OR1_1219","GC1","1","4","2","Gaoping","Canyon","OR1_1219_GC1_1_4_Ch2",10,1.42454751145556,0.0678685410763775,95.2065363421494,0.649999976158142,0.00414402512499222,-2.68266778394027e-15,-0.00414402512499231,3849,24.32,12.3757,-0.00181076929717514
"OR1_1219","GC1","1","4","3","Gaoping","Canyon","OR1_1219_GC1_1_4_Ch3",10,2.55289242112212,0.209917589390898,113.36702820176,-0.28999999165535,0.00240598172454319,-1.8960761357541e-15,-0.00240598172454326,4640,24.32,12.3757,-0.00105131549760464
"OR1_1219","GS1","1","5","2","Gaoping","Slope","OR1_1219_GS1_1_5_Ch2",10,0.796504259844991,0.0465113133087515,110.766019080075,-0.419999986886978,0.00227108146170773,-1.30684905289946e-15,-0.00227108146170774,4343,24.21,15.6428,-0.00125410614073554
"OR1_1219","GS1","1","5","3","Gaoping","Slope","OR1_1219_GS1_1_5_Ch3",10,2.15054199426047,0.195145116467357,116.692434140746,-0.230000004172325,0.00178211520170383,-1.1922250957243e-15,-0.0017821152017039,5231,24.21,15.6428,-0.000984095751578382
"OR1_1219","GS1","1","6","2","Gaoping","Slope","OR1_1219_GS1_1_6_Ch2",10,14.1320495999652,0.0451894886634061,124.624526083692,-0.449999988079071,0.000846481584443768,-2.66058939585638e-16,-0.000846481584443763,6120,24,15.6428,-0.000474286459770639
"OR1_1219","GS1","1","6","3","Gaoping","Slope","OR1_1219_GS1_1_6_Ch3",10,6.78518839185751,0.277406680337194,124.788817630994,-0.319999992847443,0.00113190753174327,-5.36565188354518e-16,-0.00113190753174325,6317,24,15.6428,-0.000634211571620899
"OR1_1219","GS1","1","7","1","Gaoping","Slope","OR1_1219_GS1_1_7_Ch1",10,4.19271092025831,0.039985920224496,128.289353331529,-0.629999995231628,0.00104586114029127,-3.32880834500724e-16,-0.00104586114029131,6317,24.17,15.6428,-0.000579134888760164
"OR1_1219","GS1","1","7","2","Gaoping","Slope","OR1_1219_GS1_1_7_Ch2",10,38.4499355587975,0.18744449218082,96.9365566525987,-0.439999997615814,0.00229907938159921,-7.62561858200901e-16,-0.00229907938159917,6810,24.17,15.6428,-0.0012730916472739
"OR1_1219","GS1","1","7","3","Gaoping","Slope","OR1_1219_GS1_1_7_Ch3",10,8.03867402092199,0.499927498908076,118.850356934282,-0.189999997615814,0.00117857600101114,-5.72088605309401e-16,-0.00117857600101118,5725,24.17,15.6428,-0.000652624382861087
"OR1_1219","S3","1","3","1","Gaoping","Shelf","OR1_1219_S3_1_3_Ch1",10,10.765461813889,0.427664182689048,156.472573304186,-0.610000014305115,0.00326271170223288,-1.80904512039141e-15,-0.00326271170223278,4935,24.32,25.8054833333333,-0.00361656441491053
"OR1_1219","S3","1","3","2","Gaoping","Shelf","OR1_1219_S3_1_3_Ch2",10,3.06647308523882,0.31700187632634,156.338646874829,-0.140000000596046,0.00201143957406765,-1.34774882650311e-15,-0.00201143957406769,5823,24.32,25.8054833333333,-0.00222958736481002
"OR1_1219","S3","1","3","3","Gaoping","Shelf","OR1_1219_S3_1_3_Ch3",10,4.42948949211572,0.0193714655602469,144.832363377086,-0.330000013113022,0.00197311332858635,-7.98941339793344e-16,-0.00197311332858641,6515,24.32,25.8054833333333,-0.00218710450140843
"OR1_1219","S3","1","4","1","Gaoping","Shelf","OR1_1219_S3_1_4_Ch1",10,9.06939340473502,0.173158083652277,133.984483825079,-0.699999988079071,0.00225494193531299,-7.26967785929226e-16,-0.00225494193531305,6712,24.32,25.8054833333333,-0.00249949842499472
"OR1_1219","S3","1","4","2","Gaoping","Shelf","OR1_1219_S3_1_4_Ch2",10,7.71649080952627,0.0641255443784962,126.307134829379,-0.119999997317791,0.000903046542803419,-4.07091544389549e-16,-0.000903046542803381,6416,24.32,25.8054833333333,-0.00100098515890194
